Latitude,Longitude,Land_to_Sea,Sea_to_Land,Slope,Storm_Frequency,Surge_Height_95th,average_wind,Soil_Type_ID,Soil_Type_Code,Soil_Type_Name,Water_Level_Change
62.5,175.0,0.0,12.6019760848,0.0077984892957326,0.0,916.358601573798,3.751625318718288,7212.0,7,silt loam,86.52716975016226
62.0,-7.0,0.0,0.0,0.0601803189715223,614.0,382.24686918072257,8.501673097731656,,0,,144.65892742505272
62.0,4.5,0.0,0.0,0.0073712366517858,525.0,875.46725396763,7.811238779583626,,0,,145.76946563036674
62.0,17.0,0.0,0.0,0.0047241042326647,0.0,377.3260835849052,4.407921520322863,10075.0,11,sandy loam,143.80749434053038
62.0,21.0,0.0,23.5691719449,0.0074466619035997,0.0,467.7936131405047,3.787479501051316,,0,,145.93702893342697
62.0,158.0,0.0,0.0,0.0090189799709374,0.0,1312.0218664075778,2.635222885273011,8626.0,11,sandy loam,92.12411419467952
62.0,160.0,3277.68370042,0.0,0.0122877438278396,0.0,1726.4549325430546,3.930664299201602,8314.0,5,clay loam,97.48840660196167
62.0,173.0,644.320270236,0.0,0.0301972165413444,0.0,977.082154691762,3.383299385714837,7271.0,7,silt loam,88.02352211999178
61.5,-166.0,109.117399072,0.0,0.0020255375933903,19.0,636.3839965603485,5.814342144837253,,11,sandy loam,79.7204706292791
61.5,-150.5,0.0,0.0,0.071933906209151,0.0,3477.0365467764404,2.1404568315006385,3471.0,9,loam,158.5201177747831
61.5,-7.0,0.0,0.0,0.0091300636061127,785.0,424.3637789007778,8.76504526869369,,0,,143.31964483773305
61.5,5.0,0.0,0.0,2.08603692377393,0.0,831.8166768030997,4.389911705174626,,0,,144.8446091467716
61.5,17.0,0.0,0.0,0.588551631798212,0.0,388.1534206396988,3.745152645856905,10075.0,11,sandy loam,144.13671802105767
61.5,21.0,0.0,7.48624574574,0.108559999465942,0.0,432.5688450114892,5.029886181096125,,0,,144.7990641208564
61.5,156.5,0.0,0.0,0.0226564705643549,0.0,970.6444341675262,3.9899682117997,8846.0,11,sandy loam,93.38233882900856
61.5,161.5,18.4373778562,0.0,0.0034214118184181,0.0,312.3113459586144,4.06077991679458,8605.0,7,silt loam,99.88426278334882
61.5,163.5,0.0,0.0,0.0009525282654911,0.0,-9.079498764342349,4.357047274809851,,7,silt loam,94.07911860899316
61.0,-165.5,0.0,0.0,0.690124892470596,19.0,396.3883553456984,5.910291590373895,,11,sandy loam,81.89329159184838
61.0,-152.5,0.0,13.2058945375,2.51161859915201,0.0,3094.8615872756204,1.543603771643658,6998.0,9,loam,166.60621432402593
61.0,-2.0,23.9342192145,6.55621282924,0.0931232889287302,824.0,696.0225828970248,8.815258583665221,,5,clay loam,137.46273946839335
61.0,-1.5,0.0,2.18917204374,2.51487299431826,815.0,846.2804772849797,8.753221098045808,,5,clay loam,137.14212497879205
61.0,-1.0,4.0881374431,0.0,1.09568587035399,789.0,964.3955735748804,8.692590239044172,,5,clay loam,137.14203821456604
61.0,5.0,0.0,0.0,0.349736424063302,0.0,732.7257677405373,4.0086162200308655,10115.0,11,sandy loam,141.84491437396028
61.0,17.0,0.0,14.6698491341,0.449301545348937,0.0,365.7331279096452,3.3804982618027792,10078.0,11,sandy loam,143.25412116093068
61.0,17.5,5.3778414774,0.0,0.005051064997187,0.0,372.65983668722896,3.691049192259956,,11,sandy loam,142.65601334918418
61.0,18.0,0.0,1.12118752942,0.0035840350433966,9.0,364.2827817240501,6.098341329929843,,11,sandy loam,142.3188997885127
61.0,21.0,0.0,0.0,0.0063273823787256,0.0,421.4752888910632,4.763507313365639,,0,,146.3634377239463
61.0,27.0,0.0,11.8500073342,0.0015473003660171,0.0,546.0207529046991,3.446960619486821,10412.0,11,sandy loam,131.95909933840775
61.0,27.5,0.0,13.941728163,0.0015554879201699,0.0,539.5738749780821,3.597200237463776,10412.0,11,sandy loam,129.60261635569054
61.0,28.0,0.0,0.0,0.303709616609531,0.0,538.6982694429767,3.690250356528549,10418.0,11,sandy loam,128.3281112212268
61.0,160.0,0.0,0.0,0.0329219000860041,0.0,1638.5922793538475,3.685383834476032,8645.0,11,sandy loam,93.81216041740268
61.0,162.0,4.12734433834,0.0,2.09490709404841,77.0,2016.7538922607648,6.571907080992845,,7,silt loam,99.88426278334882
61.0,171.5,0.0,0.0,5.06628506770611,0.0,921.1623166773428,2.874496059815716,9185.0,7,silt loam,93.79588449692741
60.5,-172.5,0.0,0.0,0.0119917352203959,372.0,698.9688373063244,7.807874522320132,,11,sandy loam,91.61469573190152
60.5,-166.0,1749.44597467,0.0,0.0424305318080584,57.0,652.6583713290073,6.333804667829658,,11,sandy loam,78.88703990588523
60.5,-152.5,0.0,0.0,0.0022696604900997,0.0,3268.3578896646454,1.6690302930010483,3472.0,9,loam,166.60621432402593
60.5,-151.5,0.0,1.70086062733,0.0050689879884653,0.0,3758.765295304925,3.0216911839060296,,9,loam,154.0443677019139
60.5,-147.5,6.73474559852,0.0,0.908249457847387,134.0,2200.739553221292,6.183921637605761,,9,loam,158.07261193442838
60.5,-147.0,0.0,0.0,0.0479199981689453,208.0,2149.642595073007,6.52677301837779,,9,loam,143.68185175900518
60.5,-145.0,0.0,230.080863568,0.157765678485081,0.0,1621.9486761726816,2.80902719950693,3475.0,11,sandy loam,150.9093992263077
60.5,-143.0,0.0,0.0,2.46380510398961,0.0,1573.6842471714751,2.254857263535903,3390.0,9,loam,173.5916358571011
60.5,-2.0,1.4240653313,21.1883550955,0.905478763580316,815.0,648.0341459443977,8.723441629480881,,5,clay loam,137.17419546239574
60.5,-1.5,0.0,14.2951206357,0.0206514030426004,788.0,647.0592347231428,8.670254663663483,10830.0,5,clay loam,136.15844091929034
60.5,4.5,0.0,0.0,0.0777680412041001,159.0,700.9703578081948,6.949150469122635,,0,,141.65162184943182
60.5,5.0,0.0,0.0,0.0098670781416617,0.0,612.5372314978033,3.534413482061299,,0,,142.1925207700009
60.5,18.0,0.0,1.91950248125,0.100604247104248,0.0,354.1621657008766,3.831331087526658,10065.0,11,sandy loam,142.07411384674074
60.5,18.5,0.0,0.0,0.658086078494923,0.0,346.5883172575735,4.35329972687342,,11,sandy loam,142.6050172874052
60.5,19.5,0.0,0.0,0.0023791426807194,0.0,386.73385831633794,5.004386966919675,,11,sandy loam,142.7186008031826
60.5,20.5,0.0,2.81941240104,0.0024227112007528,58.0,387.8525256058627,6.961162845906212,,0,,143.91687507436873
60.5,21.0,0.0,0.0,0.0033772477802674,0.0,414.0603959906984,4.9229637499565655,,0,,146.31689118709986
60.5,21.5,0.0,0.0,0.002332733849839,0.0,426.8215449659085,4.351900418735433,10406.0,5,clay loam,145.68208486858018
60.5,22.0,0.0,0.0,0.123387130026277,0.0,473.1381629421047,4.104370431156616,10406.0,5,clay loam,145.15817177335413
60.5,22.5,0.0,0.0,0.540201996772174,0.0,465.0830359012445,3.8878853024329305,10409.0,5,clay loam,145.11741877473526
60.5,23.0,0.0,0.0,0.750192054753615,0.0,465.7976756393829,3.9239612739258702,10412.0,11,sandy loam,145.10227021035948
60.5,23.5,0.0,0.0,0.0004107617636238,0.0,411.5766781955532,3.808996770413429,10409.0,5,clay loam,144.14829444458599
60.5,24.5,0.0,1.71877907589,0.0015301313226782,0.0,420.7346287873158,3.668541715568963,10412.0,11,sandy loam,140.67236725060457
60.5,25.0,0.0,0.0,0.574926453615321,0.0,427.99434505431066,3.786868059082466,10409.0,5,clay loam,139.2841095995616
60.5,25.5,0.0,0.0,0.599781808056109,0.0,454.19330722620896,3.690550444451007,10412.0,11,sandy loam,137.53111886559785
60.5,26.0,0.0,0.0,0.437827961911895,0.0,479.2931941723356,3.728784222240505,10412.0,11,sandy loam,135.31677356332415
60.5,26.5,0.0,0.0,0.0293039319629084,0.0,486.38619464964046,4.017303692611282,10412.0,11,sandy loam,134.22806253857811
60.5,27.0,0.0,0.0,0.0214601490372723,2.0,535.6188659016801,5.93664593218253,,11,sandy loam,132.3066055128232
60.5,27.5,0.0,0.0,0.004584671568869,3.0,532.15629832929,5.980955975603567,10406.0,5,clay loam,129.96820719365022
60.5,28.5,0.0,0.0,0.0010413454488955,0.0,531.1680372953055,4.741958598826786,8909.0,11,sandy loam,126.298763096641
60.5,29.0,0.0,0.0,0.0089186807585325,0.0,510.4356396478818,4.238951490824598,8752.0,11,sandy loam,124.77835468195245
60.5,29.5,4.29893982817,0.0,0.0028211986040452,0.0,570.4560297578558,3.75175196511336,8752.0,11,sandy loam,123.06234309192719
60.5,154.5,0.0,0.0,0.00269309957281,0.0,457.8907282959878,3.73887620706485,8623.0,11,sandy loam,95.37282842671283
60.5,164.5,15.7426145599,0.0,0.000579879682622,1.0,1062.471386367519,3.875786679409867,8351.0,7,silt loam,89.04378838693574
60.5,166.0,10.6062405348,0.0,1.18127382612899,1.0,1033.4818513794198,4.544129901410298,8639.0,11,sandy loam,96.45898258312643
60.5,167.5,0.0,0.0,0.186383991482696,0.0,918.9072078074312,3.6353096674736194,8464.0,11,sandy loam,95.76798143502353
60.5,169.5,0.0,0.0,0.0198580737862251,1.0,999.4229415318748,3.839987283695164,7983.0,5,clay loam,95.89678962846403
60.0,-167.0,0.0,1.70375754126,0.0453265738508674,221.0,401.8032135113199,7.685760872972223,3364.0,11,sandy loam,80.93545649139264
60.0,-166.0,3.36929630471,2.83173764226,0.0031566332677237,180.0,265.791205278795,7.52275821524012,3364.0,11,sandy loam,79.98557857922867
60.0,-164.0,11.2492289473,0.0,0.021150475164282,52.0,201.2921298927629,5.9385892728328304,3361.0,11,sandy loam,86.88983655126694
60.0,-163.5,0.0,0.0,0.0142351807767442,49.0,215.33376316076823,5.709547891551264,3361.0,11,sandy loam,87.49276081058137
60.0,-163.0,76.301865428,0.0,0.0392239771083682,50.0,171.0210776097008,6.011999656435082,3361.0,11,sandy loam,86.60499137957838
60.0,-162.0,4.43115208574,0.0,0.901175987664121,7.0,187.43487373631007,4.61048509957265,3361.0,11,sandy loam,90.06497245854081
60.0,-153.5,0.0,0.0,0.0119778495215888,0.0,3009.2785128902647,3.115197452482064,3390.0,9,loam,141.0584207365947
60.0,-153.0,0.0,0.0,0.0187599875216719,0.0,3113.5149207434715,3.0620305285668348,3389.0,9,loam,141.1534199185735
60.0,-152.0,13.4944768363,16.0055379929,0.0372556976398716,0.0,3707.154652581674,2.9970342208623686,,9,loam,142.58741882934936
60.0,-151.5,0.0,0.0,0.0033427991614922,0.0,3980.247521429772,2.35918300715483,3494.0,9,loam,154.0443677019139
60.0,-150.0,2.58525557773,0.0,0.257866831150704,0.0,2040.5314989550488,3.0792745932370846,6998.0,9,loam,147.71082745064595
60.0,-148.5,0.0,0.0,2.59423679575475,34.0,1959.3671974407675,5.843625887786756,3389.0,9,loam,138.8607723108161
60.0,-148.0,0.0,0.0,0.172001117679356,98.0,2131.405400940846,6.3364247388533785,,9,loam,136.0333565599745
60.0,-144.5,0.0,4.40450170988,0.0025220609176387,389.0,1593.0520612391183,6.679241575392041,,9,loam,137.13699471429354
60.0,-142.0,0.0,13.3214237477,0.0198948493428457,0.0,1576.290335816348,2.9217021683151843,,9,loam,151.30170462401676
60.0,-141.5,15.773079233,0.0,6.87004090231757,0.0,1632.962803532117,2.5146169397426124,6998.0,9,loam,153.76734899937043
60.0,-141.0,0.0,0.0,0.0262597749506087,0.0,1633.400092090328,2.767354782575398,6998.0,9,loam,154.3635702253325
60.0,-140.5,83.9436525388,10.4433323713,0.0150437393100687,0.0,1674.9142071619185,2.5233792118828378,6998.0,9,loam,157.5039150696287
60.0,-140.0,0.0,0.0,0.0047244131475034,0.0,1748.5180203447164,1.851335462059042,3390.0,9,loam,161.91393274283786
60.0,5.0,0.0,0.0,0.0075020937700257,0.0,603.321119479376,4.1454838677831045,,0,,140.8451171253408
60.0,18.5,0.0,0.0,0.286399993896484,0.0,362.3257849107643,4.085849741217268,10065.0,11,sandy loam,142.3017485803818
60.0,22.5,0.0,0.0,0.613519145582655,0.0,469.53045240475353,5.517791934385,10406.0,5,clay loam,144.99768367230456
60.0,23.0,0.0,0.0,0.870972389362691,0.0,465.8234603036334,4.935825843340498,10412.0,11,sandy loam,145.10227021035948
60.0,23.5,0.57464686114,1.14929372228,0.0189701764921486,0.0,429.79288137851256,4.752080515149434,10412.0,11,sandy loam,144.14829444458599
60.0,24.5,2.97886756795,0.0,0.0067793707433731,0.0,411.1154096620246,5.921095027262052,10406.0,5,clay loam,141.48918267257818
60.0,25.0,0.0,759.027895097,0.353548817233861,0.0,433.8676686423631,5.894469740752336,,5,clay loam,139.8728183219403
60.0,25.5,0.0,6.60212864192,0.829064631893455,0.0,457.1979268251216,4.289071579002054,,5,clay loam,137.98753093321884
60.0,26.0,0.0,42.3243716115,0.0022772855676021,0.0,464.4345016882037,4.196672859539263,,11,sandy loam,136.4600362257594
60.0,26.5,4.10176081234,0.0,0.0018873121528383,0.0,471.60680363781165,4.186931849395132,,11,sandy loam,133.9337751648969
60.0,28.0,0.0,0.0,0.0078391118671857,0.0,518.3079415033134,3.8305120643987896,,5,clay loam,128.9916511659877
60.0,28.5,0.0,0.0,0.0074095820303496,0.0,512.2953288734061,3.5909646057402176,,11,sandy loam,126.08049293334125
60.0,29.0,0.0,0.0,0.001060767313147,0.0,529.8863690116776,3.609459180599053,,11,sandy loam,124.20387651109121
60.0,29.5,2.89016457298,0.0,0.0010722637235241,0.0,571.0629408450524,3.554300631253354,,11,sandy loam,122.52672520070413
60.0,149.0,0.0,0.0,0.0043100805701071,0.0,2013.5642531984383,3.404124448480968,8820.0,11,sandy loam,96.095727463647
60.0,149.5,29.6181627334,0.0,0.0040879447482101,0.0,1963.6783190062067,3.4860824815305467,8820.0,11,sandy loam,96.97967611177306
60.0,150.0,341.942558995,0.0,0.0042182380667821,0.0,1897.0585560767784,3.160949168145238,8842.0,11,sandy loam,97.8416932056807
60.0,151.0,0.0,0.0,1.29577509422132,0.0,1935.2412562356703,2.830111606713704,8880.0,11,sandy loam,98.06022670132656
60.0,154.0,6.67437637655,0.0,0.0043237303380631,18.0,229.83366475190897,4.182369601004976,8868.0,11,sandy loam,96.13629364783202
60.0,154.5,0.0,0.0,0.0028402414967906,191.0,202.95524745071043,5.512063538644331,8868.0,11,sandy loam,95.6010715388192
60.0,160.5,25.3498726302,0.0,0.971641409244275,0.0,2626.6827585354404,3.1661633200772306,,7,silt loam,92.58709734575362
60.0,161.0,0.0,0.0,0.0341495405060165,0.0,2627.726142233961,3.002003500063126,,7,silt loam,93.35300104024877
60.0,163.0,4.28115631642,3.45030093188,0.0013295003850084,0.0,1057.192223619817,3.389882381532309,7212.0,7,silt loam,90.57133470946931
60.0,163.5,0.0,0.0,0.200281330184517,2.0,1046.4731532591547,4.057742292110004,9202.0,7,silt loam,90.57133470946931
60.0,164.0,0.0,0.0,0.594052892600461,177.0,1018.268870334182,6.346060907652003,,7,silt loam,88.34593370775889
60.0,164.5,0.0,0.0,0.0061961533058211,40.0,980.1882490231636,5.250917746572037,,7,silt loam,89.04378838693574
60.0,166.0,0.0,0.0,0.0169501323717294,70.0,997.2853290552896,5.441484423506588,,7,silt loam,91.43741300991708
60.0,170.0,0.0,0.0,0.0091403702173307,982.0,1008.7471366043616,7.583605147386474,,7,silt loam,94.94834156730269
59.5,-162.0,0.0,0.0,0.0295613214478543,5.0,175.9668095324997,5.089080741300198,,11,sandy loam,89.4505443384894
59.5,-154.5,0.0,0.0,0.0028860436165164,0.0,3357.774105307975,4.018253137424381,3366.0,11,sandy loam,133.6219300831321
59.5,-154.0,3.80956316562,0.0,0.0155390307283035,0.0,3322.5237374873946,4.124972477775218,3389.0,9,loam,133.13450450310495
59.5,-152.0,13.6694571566,0.0,0.0247758478685637,0.0,3562.6777945260314,2.9871793831690283,,9,loam,133.2568279829675
59.5,-151.5,5.03697148166,0.0,0.0111116546880947,0.0,2539.477896682253,2.61074732426887,3389.0,9,loam,143.21828709579137
59.5,-138.5,0.0,0.0,0.0252687805650072,0.0,1624.5835680590214,1.8042602773656904,6998.0,9,loam,168.86623137439966
59.5,-3.5,0.0,8.69077595107,0.0226357674191238,735.0,1052.34787061751,8.636176382845434,,5,clay loam,137.78568259076883
59.5,-3.0,0.0,0.0,0.851901440606772,726.0,1210.4661827943896,8.629238438913474,,5,clay loam,137.49962363541385
59.5,-2.5,0.0,0.0,0.0036361641947943,659.0,1177.4109391644558,8.558134983588706,,5,clay loam,137.7964757204018
59.5,5.0,0.0,0.0,0.0067977306487484,0.0,497.90514709885935,3.738518591986612,,0,,138.88524736745947
59.5,5.5,0.0,0.0,0.0114617413394172,0.0,354.1153037053875,2.8494643477946715,10116.0,11,sandy loam,138.90052217619547
59.5,10.0,0.0,0.0,0.0027488546464502,0.0,528.2645575866957,3.1989168299832325,10128.0,9,loam,140.9194861909831
59.5,11.0,0.0,0.0,0.0029950792958119,0.0,555.138979871559,3.4091982378475496,10125.0,11,sandy loam,140.38080468813078
59.5,18.5,0.0,0.0,0.0049039904598636,0.0,324.5373634258661,5.060507590640032,10065.0,11,sandy loam,141.89319473067894
59.5,22.0,7.1769977427,0.0,0.0011812080792932,31.0,456.2257122977765,6.856682696309548,,5,clay loam,144.34296778747407
59.5,22.5,0.0,0.0,0.0018807490105377,17.0,437.9528711083889,6.718887732310915,,5,clay loam,144.92022997073292
59.5,23.5,0.0,31.4748648058,0.244804249949785,0.0,437.5600425636226,4.92701869935184,,11,sandy loam,145.0306445600135
59.5,24.0,0.0,36.4657036449,0.0259674124457169,0.0,413.5535481144563,4.218629278167204,,11,sandy loam,143.30997072122406
59.5,24.5,0.0,0.0,0.0074169920292091,0.0,415.46473771996506,3.867800994517335,,11,sandy loam,141.57686020039841
59.5,26.5,0.0,0.0,0.0029755155006477,0.0,473.6756059565198,3.784840570175425,10514.0,9,loam,133.99633154927687
59.5,27.0,0.0,0.0,0.0049107254495589,0.0,479.7378508824287,3.894369338186223,,11,sandy loam,132.10132545062132
59.5,27.5,0.0,0.0,0.0048924275009544,0.0,482.88351313023446,3.9960897309115184,,5,clay loam,130.45603521264204
59.5,28.0,5.33401224864,0.0,0.0070272840109653,0.0,486.8953858640491,3.5127455116616675,,5,clay loam,128.084323766353
59.5,142.0,0.0,0.0,0.003964097329139,0.0,1935.068498205875,3.079115805548155,8621.0,11,sandy loam,90.20520460158515
59.5,142.5,0.0,0.0,0.0030663431994413,0.0,1961.9447342240856,2.5769447697555576,8621.0,11,sandy loam,90.20520460158515
59.5,143.0,4.43954113765,0.0,0.0124512032466908,0.0,1984.089936786805,2.421099037432185,8495.0,9,loam,89.81591202699846
59.5,143.5,0.0,0.0,0.0518369831906793,0.0,1949.9295103075408,2.338316443352852,8804.0,5,clay loam,88.08444597082526
59.5,144.0,0.0,0.0,0.0038108059711426,0.0,1939.4886980349413,2.4723871113955727,8689.0,5,clay loam,88.92042198884684
59.5,144.5,9.74309271724,0.0,0.152002263036379,0.0,1940.0068212848744,2.53324748183869,8495.0,9,loam,89.98812966628378
59.5,145.0,0.0,0.0,0.0180811205466586,0.0,1893.137609290756,2.4627323960345526,8495.0,9,loam,89.83201119740693
59.5,145.5,0.0,0.0,0.0147030822029405,0.0,1897.2443284692613,2.3765498595661443,7243.0,11,sandy loam,89.53019197656457
59.5,146.0,0.0,0.0,0.0112894651104187,0.0,1894.5221734175127,2.3772877567797925,8777.0,11,sandy loam,89.97752059186983
59.5,146.5,2.68134906845,0.0,0.0122634544396039,0.0,1926.2032678981827,2.317944593902302,8706.0,11,sandy loam,90.77716784825948
59.5,147.0,0.303861385122,0.0,0.0095622988984299,0.0,1921.4064317445936,2.1710460491105072,8590.0,11,sandy loam,91.33266843474391
59.5,147.5,7.08554483974,0.0,0.0116588870873252,0.0,1893.679564544124,2.280331619519333,8827.0,11,sandy loam,92.0067320529725
59.5,148.0,0.0,0.0,0.0132082265493049,0.0,1920.057298609213,2.3435227492886943,8647.0,11,sandy loam,93.33241464192994
59.5,148.5,0.0,0.0,0.0258333865001296,0.0,1884.6008565576085,2.498311252171703,8636.0,11,sandy loam,94.00594756510253
59.5,150.5,2.90027914712,0.0,0.0382339089767495,66.0,1857.318329943538,5.3870300810906935,,11,sandy loam,98.43575024274504
59.5,151.0,5880.46055624,0.0,0.0129366482161488,2.0,1850.905659703292,3.61141624523123,,11,sandy loam,96.94140898027182
59.5,151.5,0.0,0.0,0.0093581248646709,1.0,1954.297759975476,3.292695079009003,,11,sandy loam,98.06022670132656
59.5,152.0,0.0,0.0,0.0177987699404232,0.0,2093.171495782892,2.806405820391488,8904.0,11,sandy loam,96.52910261761154
59.5,153.0,0.0,0.0,0.0099025904054723,0.0,581.3466441989226,3.4528498079021577,8645.0,11,sandy loam,95.1602896999116
59.5,153.5,0.0,0.0,0.0129592898817688,0.0,391.1620556356194,3.677629938722721,7948.0,7,silt loam,95.49876759162476
59.5,154.0,16.5260692883,26.9650305255,1.29565106150173,6.0,199.68022792813505,4.017015400434545,7948.0,7,silt loam,96.13629364783202
59.5,154.5,0.0,0.0,1.18621407890847,44.0,-88.5451548288566,4.685494468345087,7948.0,7,silt loam,96.01280273881514
59.5,155.0,0.0,0.0,0.0302329947204769,463.0,-92.62228344972768,6.9932814084650605,,11,sandy loam,94.87271347991876
59.5,160.0,0.0,0.0,0.0124342402394675,0.0,2657.4739477853886,3.089216614197712,,7,silt loam,91.63332820140596
59.5,163.0,0.0,38.8641078965,0.0014899911397787,0.0,1089.0113802012013,3.4812468647204784,8909.0,11,sandy loam,91.60407385510833
59.5,163.5,0.0,4.51926814462,0.245276872821662,78.0,1115.7729350935713,5.8248860051044185,,7,silt loam,91.60407385510833
59.5,164.0,9.71769166894,0.0,0.0019459291224651,15.0,1119.045970466169,4.867049046998619,,7,silt loam,88.34593370775889
59.5,164.5,0.0,0.0,0.0184379097215506,17.0,918.8576842352714,4.766960129885003,,7,silt loam,86.93862277462075
59.0,-162.5,0.0,0.0,0.0316658667536674,259.0,1052.2954431026203,7.571369572716545,,11,sandy loam,84.91316392955113
59.0,-162.0,8.70995445121,0.0,0.0028308047241366,26.0,792.9708290432364,5.924241321645398,,11,sandy loam,88.8248448806777
59.0,-161.5,18.6522690588,0.0,0.0031378640480411,13.0,1535.0557311871255,5.399758918964924,3390.0,9,loam,90.25439069093099
59.0,-161.0,0.0,0.0,0.0064825454252068,9.0,1766.5215398434043,4.982098655152386,3390.0,9,loam,90.97601761515189
59.0,-160.5,7.77611497887,0.0,0.0038131391122219,0.0,2020.296483013804,4.395735433478821,,9,loam,94.27439883872678
59.0,-160.0,387.11763147,0.0,0.0028494468004095,0.0,2040.3398646649869,4.091221840565949,3390.0,9,loam,95.84997404347986
59.0,-159.5,100.950882528,0.0,0.0028026144488964,0.0,2064.901907724545,4.536446382035643,3361.0,11,sandy loam,97.59077146885339
59.0,-159.0,0.0,0.0,0.0023583824133916,0.0,3089.730625122862,4.67206653806088,3361.0,11,sandy loam,99.6425389195121
59.0,-158.5,73.7030372944,0.0,0.0009863421225339,2.0,3079.0951751482826,4.959465395406007,,11,sandy loam,101.30940876105768
59.0,-158.0,35.6462951667,0.0,0.0037526257568064,3.0,3196.6581458681944,5.285615474248185,3361.0,11,sandy loam,103.42225481018637
59.0,-157.5,51.4945635735,0.0,0.0025820131529973,0.0,3744.124433954527,4.675518049237813,3361.0,11,sandy loam,103.4419832451741
59.0,-157.0,0.0,0.0,0.0030552781466457,0.0,3897.577553190845,4.082053122385926,3361.0,11,sandy loam,107.48539401150647
59.0,-154.0,0.0,5.98912333296,0.038885789394352,0.0,3229.659690534951,3.1167470987421915,3389.0,9,loam,134.80731783871127
59.0,-153.5,7.54185829546,2.1181065737,0.0103542643393071,6.0,3158.093038142401,5.731243263233448,,9,loam,130.32900549522935
59.0,-152.5,1.24111569392,0.0,0.0165823305945021,404.0,2941.1731281705947,7.847457224418685,,9,loam,124.8228380246477
59.0,-138.0,0.0,0.0,3.28122610597619,0.0,1641.926297741588,2.3089058294461293,6998.0,11,sandy loam,164.20905770081475
59.0,-5.5,13.5334662513,0.0,0.0550387354557955,44.0,1136.275117797484,6.5741839869620335,,0,,138.41733301379054
59.0,-5.0,0.0,0.0,0.0657492202752102,43.0,1252.9041136330743,6.591002969639087,,0,,138.41733301379054
59.0,-4.5,0.0,0.0,0.0139359229030761,25.0,1224.1280730646529,6.347308426251114,,0,,138.37463557716438
59.0,-4.0,25.8971009047,0.0,0.015796521612709,9.0,1182.6168014457398,5.909243147180359,,5,clay loam,137.9146011748678
59.0,-3.5,24.0800053711,0.0,0.0401270886788588,6.0,984.4244960710288,5.967320415792316,,5,clay loam,136.84018277710666
59.0,-3.0,50.6257219855,0.0,2.16136010298634,409.0,1250.9062835095724,8.134296142910225,10807.0,5,clay loam,137.72368488635647
59.0,5.5,0.0,14.2994358214,0.0060389331218646,0.0,342.73606968814084,4.658056247987828,,0,,137.08294968776096
59.0,9.0,0.0,0.0,0.0097735310215213,0.0,519.2964676091467,3.903595460364399,10125.0,11,sandy loam,136.78857875548678
59.0,11.0,11.1898437373,4.70099020991,0.0183291006408949,0.0,555.4027516396759,3.782649126493169,,11,sandy loam,140.66319326129783
59.0,16.5,0.0,2.78747766294,0.0053260481926739,0.0,299.60550105525203,3.917022621474824,10063.0,11,sandy loam,139.16389691968735
59.0,17.0,0.0,0.0,0.0200384037185035,0.0,299.2069456387542,4.148021217138054,10063.0,11,sandy loam,138.89031017221592
59.0,17.5,0.0,4.52250582849,0.0569038393246422,0.0,300.4453123789644,4.126463258572241,10062.0,11,sandy loam,138.9539354985714
